ID,SubVehID,Choice,Gap,RelativeSpeed,TW
1810,2761,1,16.932,-0.279,0
1811,2763,2,14.654,-2.565,0
1812,2765,1,11.3475,-4.923,0
1813,2765,3,13.804,-1.926,0
1814,2765,1,10.8375,-2.979,0
1815,2781,3,13.4895,0.828,0
1816,2784,3,10.6505,-3.789,0
1817,2784,1,12.9625,0.054,0
1818,2784,3,15.878,3.069,0
1819,2805,2,11.8745,-4.923,0
1820,2805,1,15.8865,-0.783,0
1821,2807,1,13.4895,-1.098,0
1822,2807,2,12.716,-1.872,0
1823,2811,1,14.7815,-0.846,0
1824,2811,1,14.722,-1.818,0
1825,2814,1,14.501,-3.735,0
1826,2814,1,14.9005,-2.268,0
1827,2815,1,14.9175,-0.396,0
1828,2816,3,16.184,1.341,0
1829,2816,3,16.949,1.701,0
1830,2816,1,15.419,-0.72,0
1831,2817,1,13.4215,-4.959,0
1832,2817,3,14.2375,-2.187,0
1833,2820,3,15.691,-0.081,0
1834,2820,3,16.167,0.108,0
1835,2820,3,17.5015,1.602,0
1836,2821,1,15.8355,-0.558,0
1837,2823,2,14.671,-1.989,0
1838,2823,1,16.7195,1.224,0
1839,2830,1,13.5915,-5.103,0
1840,2830,3,12.8265,-4.896,0
1841,2836,1,10.557,-5.814,0
1842,2836,1,13.005,-2.898,0
1843,2843,3,14.2375,-2.628,0
1844,2843,1,14.9685,-2.241,0
1845,2859,1,15.6655,-1.449,0
1846,2861,2,12.7245,-4.122,0
1847,2861,1,12.427,-2.034,0
1848,2871,3,14.246,-0.612,0
1849,2873,2,13.209,-0.594,0
1850,2873,1,13.668,-1.404,0
1851,2873,1,13.158,-0.846,0
1852,2878,1,14.8665,0.486,0
1853,2885,1,13.5745,-5.445,0
1854,2896,1,14.382,-2.349,0
1855,2896,2,14.96,-1.827,0
1856,2898,3,15.9375,-0.639,0
1857,2898,3,15.708,0.171,0
1858,2915,3,15.2915,-1.062,0
1859,2916,1,11.7895,-3.834,0
1860,2917,1,10.7015,-3.609,0
1861,2917,3,13.821,0.828,0
1862,2918,2,11.441,-0.306,0
1863,2918,1,10.557,-2.853,0
1864,2924,3,15.674,-1.557,0
1865,2939,1,14.2205,-6.885,0
1866,2940,1,12.1465,-0.909,0
1867,2946,2,13.9145,-2.484,0
1868,2947,3,14.5265,-2.349,0
1869,2961,1,12.5545,-3.987,0
1870,2961,2,14.6965,-0.279,0
1871,2964,1,10.5145,-4.059,0
1872,2964,3,15.317,-0.306,0
1873,13,1,12.903,-0.261,1
1874,79,1,10.336,-6.993,1
1875,79,3,16.286,8.559,1
1876,82,1,15.708,2.268,1
1877,95,2,13.532,-2.664,1
1878,111,1,13.7785,-0.81,1
1879,125,1,12.8945,-1.647,1
1880,125,1,14.8665,0.738,1
1881,133,1,13.175,-4.959,1
1882,133,1,14.688,1.197,1
1883,133,3,13.7445,3.195,1
1884,133,2,15.8355,1.683,1
1885,133,1,15.2745,0.999,1
1886,133,1,14.263,-1.494,1
1887,133,3,15.64,3.483,1
1888,133,1,15.0705,3.816,1
1889,139,1,12.7415,0.387,1
1890,184,1,11.271,-0.792,1
1891,204,2,13.43,-2.664,1
1892,204,1,15.8015,3.123,1
1893,223,1,11.373,-1.647,1
1894,231,1,14.4585,0.261,1
1895,240,2,13.9485,1.935,1
1896,240,3,13.787,2.52,1
1897,240,1,13.8635,0.612,1
1898,245,3,12.24,1.503,1
1899,245,3,11.628,1.899,1
1900,256,1,14.4415,0.252,1
1901,260,1,12.2825,0.225,1
1902,260,3,12.104,0.954,1
1903,260,3,10.591,2.736,1
1904,266,1,13.5745,-2.79,1
1905,266,1,13.8635,-1.665,1
1906,278,1,8.4745,-8.352,1
1907,278,1,6.596,-9.747,1
1908,281,1,12.461,-5.553,1
1909,281,2,14.875,-2.421,1
1910,281,1,11.3305,-3.87,1
1911,304,3,14.2205,2.259,1
1912,304,3,14.858,-4.005,1
1913,304,1,14.1355,-4.131,1
1914,310,1,15.096,-0.576,1
1915,310,1,15.7335,-0.603,1
1916,310,3,16.371,-0.378,1
1917,310,1,13.362,-2.646,1
1918,310,3,15.6995,1.557,1
1919,317,3,13.396,0.81,1
1920,320,1,17.1275,-0.792,1
1921,320,3,15.3,2.664,1
1922,320,1,15.334,0.351,1
1923,398,1,12.869,-3.834,1
1924,457,1,12.529,-0.801,1
1925,472,3,16.8045,3.519,1
1926,488,3,14.824,0.405,1
1927,496,3,16.252,1.737,1
1928,505,2,12.5885,2.295,1
1929,505,3,16.9065,1.863,1
1930,522,1,14.0675,0.009,1
1931,522,1,14.382,-0.072,1
1932,531,1,10.9225,-2.169,1
1933,531,1,11.832,-2.142,1
1934,605,1,12.9965,-5.967,1
1935,605,1,13.498,-2.817,1
1936,646,1,13.2005,-1.494,1
1937,646,3,17.9095,2.646,1
1938,651,3,12.886,2.916,1
1939,652,2,14.2885,-1.962,1
1940,652,1,10.693,-2.088,1
1941,652,3,14.059,0.405,1
1942,652,1,14.28,0.747,1
1943,660,1,11.747,-2.187,1
1944,663,1,13.9995,-2.313,1
1945,663,1,14.9855,-0.369,1
1946,663,1,13.6255,-2.016,1
1947,663,1,12.6395,-2.682,1
1948,690,3,15.1215,-2.367,1
1949,690,3,15.657,0.657,1
1950,690,2,17.119,3.033,1
1951,692,3,17.6715,-0.396,1
1952,692,1,15.283,-1.107,1
1953,692,3,16.0055,0.189,1
1954,699,2,15.198,-1.134,1
1955,709,3,17.629,2.574,1
1956,709,3,14.9685,0.324,1
1957,709,1,16.4305,0.882,1
1958,713,3,15.6655,-2.565,1
1959,737,3,17.4845,2.493,1
1960,737,1,18.4025,2.817,1
1961,756,2,15.0705,-2.286,1
1962,773,1,14.178,-3.654,1
1963,780,3,16.354,3.816,1
1964,780,1,14.025,-0.072,1
1965,780,3,14.365,7.56,1
1966,783,3,16.133,0.387,1
1967,783,3,15.7675,3.249,1
1968,783,3,17.561,2.673,1
1969,783,1,15.3,-0.171,1
1970,788,3,16.2605,3.078,1
1971,788,3,16.4135,4.671,1
1972,815,2,12.2315,-4.464,1
1973,815,1,10.88,-1.323,1
1974,818,1,13.124,-1.989,1
1975,820,1,13.821,-0.765,1
1976,827,1,14.875,-4.464,1
1977,827,1,13.8975,-5.427,1
1978,841,1,14.1865,1.161,1
1979,852,3,17.1105,1.476,1
1980,852,3,16.4475,1.422,1
1981,854,3,15.9035,-0.198,1
1982,854,1,14.5605,-0.612,1
1983,867,3,14.6115,1.845,1
1984,870,3,14.62,-3.636,1
1985,870,1,13.753,-5.157,1
1986,870,1,10.3785,-6.048,1
1987,870,3,17.612,1.215,1
1988,891,3,16.66,-0.117,1
1989,891,1,14.705,-4.599,1
1990,891,1,15.6145,-1.89,1
1991,891,3,16.337,0.468,1
1992,891,1,15.334,-2.853,1
1993,892,3,17.238,0.747,1
1994,894,2,17.153,4.194,1
1995,900,1,13.651,-0.054,1
1996,914,3,12.325,-5.04,1
1997,918,1,12.8435,-3.861,1
1998,918,3,16.4475,2.898,1
1999,918,3,14.6625,4.158,1
2000,927,1,11.118,1.053,1
2001,927,3,12.988,2.439,1
2002,936,1,13.277,-1.386,1
2003,939,1,12.665,-1.917,1
2004,954,1,12.5035,-4.149,1
2005,954,2,12.767,-1.521,1
2006,954,1,12.92,-0.63,1
2007,969,1,13.923,-2.196,1
2008,969,3,13.8805,-0.855,1
2009,969,1,13.736,-2.232,1
2010,969,1,11.1095,-1.62,1
2011,969,3,13.974,0.981,1
2012,982,1,13.0305,-2.637,1
2013,982,3,15.538,0.333,1
2014,986,3,14.314,3.168,1
2015,1019,1,16.048,-0.63,1
2016,1019,2,15.623,0.72,1
2017,1031,2,15.5295,-1.134,1
2018,1034,3,14.9685,-0.288,1
2019,1034,1,12.597,-1.521,1
2020,1034,1,12.7075,-1.827,1
2021,1034,3,14.62,-0.378,1
2022,1035,1,15.2235,0.225,1
2023,1045,1,10.931,-2.601,1
2024,1045,2,13.1155,2.232,1
2025,1054,1,14.025,-1.08,1
2026,1059,3,12.4355,-1.341,1
2027,1059,1,12.7245,-1.611,1
2028,1069,3,11.3985,2.169,1
2029,1069,1,13.77,-0.171,1
2030,1071,3,13.1155,2.043,1
2031,1071,3,13.7785,1.512,1
2032,1091,3,11.4495,-2.736,1
2033,1091,3,12.9795,0.153,1
2034,1091,1,12.3165,-0.981,1
2035,1091,1,11.424,-0.612,1
2036,1101,1,14.705,-0.792,1
2037,1101,1,13.4895,-0.783,1
2038,1101,3,14.0505,3.204,1
2039,1115,1,16.5155,-8.316,1
2040,1115,2,15.708,0.675,1
2041,1115,1,14.926,-0.702,1
2042,1115,2,15.2405,1.548,1
2043,1115,3,15.674,8.397,1
2044,1118,1,14.3735,6.228,1
2045,1138,1,16.167,-2.016,1
2046,1149,1,15.606,-0.684,1
2047,1151,1,14.552,0.027,1
2048,1151,1,13.1665,-1.962,1
2049,1151,1,14.739,-0.927,1
2050,1151,1,13.413,1.422,1
2051,1151,3,13.09,1.332,1
2052,1163,1,12.733,-0.999,1
2053,1171,2,10.9225,-5.094,1
2054,1171,1,14.246,0.216,1
2055,1171,1,12.8775,0.306,1
2056,1171,3,10.5995,-0.936,1
2057,1172,3,14.4585,3.96,1
2058,1186,1,14.9005,-2.934,1
2059,1186,3,14.9345,-0.765,1
2060,1193,2,16.813,1.872,1
2061,1193,3,15.878,1.512,1
2062,1225,1,12.359,-1.404,1
2063,1228,1,13.889,-2.727,1
2064,1229,1,11.6025,-5.04,1
2065,1229,2,11.4495,-4.005,1
2066,1229,1,9.571,-4.599,1
2067,1235,1,14.161,-2.574,1
2068,1242,3,16.354,-3.825,1
2069,1244,1,15.1725,-0.576,1
2070,1244,3,17,2.196,1
2071,1249,2,16.201,-0.018,1
2072,1250,1,16.201,-0.333,1
2073,1250,1,13.345,-3.915,1
2074,1250,1,14.518,3.294,1
2075,1292,1,13.413,-1.539,1
2076,1292,1,14.229,0.54,1
2077,1301,1,14.28,-1.251,1
2078,1301,3,12.835,0.819,1
2079,1301,1,13.498,-1.395,1
2080,1301,2,12.903,-0.09,1
2081,1303,3,16.9575,2.034,1
2082,1308,2,17.323,0.738,1
2083,1308,1,15.011,-2.709,1
2084,1308,3,15.963,2.196,1
2085,1316,3,16.949,2.412,1
2086,1316,3,17.068,2.826,1
2087,1326,2,16.337,-0.513,1
2088,1326,3,16.014,0.549,1
2089,1357,1,14.8835,-0.882,1
2090,1363,1,15.538,0.693,1
2091,1363,3,15.946,2.178,1
2092,1363,1,16.9575,3.636,1
2093,1381,3,14.8835,1.008,1
2094,1395,3,14.586,0.612,1
2095,1398,1,11.3645,-2.61,1
2096,1398,1,12.8265,-1.008,1
2097,1476,1,13.498,-0.711,1
2098,1476,3,14.6795,0.045,1
2099,1476,3,13.6595,2.871,1
2100,1478,1,16.3965,0.522,1
2101,1478,2,15.8865,-1.17,1
2102,1478,3,18.122,6.741,1
2103,1482,3,13.6425,-0.144,1
2104,1489,2,15.98,-1.746,1
2105,1489,1,16.014,-3.357,1
2106,1489,3,15.47,2.133,1
2107,1489,2,11.7725,-4.833,1
2108,1492,3,15.7335,-1.116,1
2109,1492,3,15.1555,5.013,1
2110,1499,1,15.8185,1.53,1
2111,1521,1,16.065,-0.243,1
2112,1529,1,14.552,-1.584,1
2113,1559,1,13.736,-2.664,1
2114,1559,3,13.94,1.269,1
2115,1571,2,12.5035,-2.691,1
2116,1571,3,11.2965,-2.961,1
2117,1597,1,15.844,-0.972,1
2118,1603,3,17.5185,0.846,1
2119,1605,2,15.6485,-2.133,1
2120,1605,2,17.595,4.086,1
2121,1610,1,18.2495,-0.828,1
2122,1610,3,19.04,0.099,1
2123,1633,3,16.592,0.216,1
2124,1633,3,16.8045,0.765,1
2125,1636,1,14.96,0.144,1
2126,1636,2,14.824,-0.324,1
2127,1636,1,14.688,-1.845,1
2128,1664,1,15.13,3.492,1
2129,1664,3,15.6825,2.628,1
2130,1669,1,15.81,0.009,1
2131,1672,3,14.0845,-0.189,1
2132,1675,1,14.7815,-0.045,1
2133,1680,3,15.606,0.846,1
2134,1686,1,13.2685,-1.098,1
2135,1686,1,13.43,-1.458,1
2136,1686,3,13.77,0.639,1
2137,1686,2,14.0335,1.035,1
2138,1686,3,13.6595,0.18,1
2139,1693,3,17.0085,2.943,1
2140,1693,3,15.98,2.565,1
2141,1693,3,19.312,1.944,1
2142,1694,3,17.1955,0.495,1
2143,1694,3,16.5495,0,1
2144,1703,1,15.521,1.476,1
2145,1703,3,15.504,1.386,1
2146,1711,1,17.34,0.243,1
2147,1711,3,16.0225,1.197,1
2148,1720,3,16.643,0.666,1
2149,1733,1,16.6855,-0.432,1
2150,1733,2,16.4305,-0.495,1
2151,1733,3,17.204,0.441,1
2152,1739,1,15.657,1.539,1
2153,1749,3,16.8895,0.351,1
2154,1749,3,17.068,0.837,1
2155,1757,1,4.6155,-12.483,1
2156,1757,1,4.947,-11.016,1
2157,1757,1,4.76,-11.025,1
2158,1762,1,6.8425,-1.998,1
2159,1778,2,15.011,-2.313,1
2160,1778,1,15.317,-1.035,1
2161,1778,3,14.926,1.827,1
2162,1783,1,14.2885,-1.953,1
2163,1783,1,14.3565,-2.457,1
2164,1801,3,17.714,1.674,1
2165,1802,1,14.059,-0.936,1
2166,1823,3,14.4925,0.45,1
2167,1823,1,14.3395,-0.333,1
2168,1831,3,15.7675,11.178,1
2169,1835,1,12.495,-2.475,1
2170,1854,2,12.0275,-4.941,1
2171,1860,3,12.5375,1.62,1
2172,1860,3,14.11,1.593,1
2173,1860,3,14.5605,2.367,1
2174,1873,1,16.8555,0.18,1
2175,1873,1,14.0165,-2.844,1
2176,1873,3,17.2805,-1.395,1
2177,1873,1,16.592,-0.189,1
2178,1873,3,16.473,-0.162,1
2179,1880,2,15.011,-2.106,1
2180,1889,1,16.286,-0.27,1
2181,1889,1,15.9205,0.108,1
2182,1915,1,10.8375,-2.952,1
2183,1915,1,11.56,-3.627,1
2184,1915,1,12.784,-2.313,1
2185,1935,3,14.9175,4.086,1
2186,1935,3,12.6735,1.332,1
2187,1940,1,12.2655,-1.296,1
2188,1962,3,15.8015,-0.81,1
2189,1962,1,15.3765,-1.008,1
2190,1962,2,16.15,1.143,1
2191,1966,3,18.445,-0.333,1
2192,1966,2,18.6575,0.693,1
2193,1966,3,19.499,2.106,1
2194,1966,3,18.9635,1.224,1
2195,1966,1,16.9915,0.585,1
2196,1966,3,19.4905,1.998,1
2197,1966,1,17.799,1.296,1
2198,1966,3,19.142,2.565,1
2199,1966,3,19.2015,2.745,1
2200,1966,1,19.72,3.312,1
2201,1986,3,15.606,-0.27,1
2202,1996,1,15.1385,0.288,1
2203,2043,2,14.467,0.027,1
2204,2056,1,15.096,-0.819,1
2205,2056,3,16.813,2.475,1
2206,2062,3,14.0165,-1.854,1
2207,2062,1,14.552,-0.135,1
2208,2062,3,14.45,0.117,1
2209,2086,1,13.056,-1.062,1
2210,2097,1,12.1295,-2.331,1
2211,2102,1,13.022,-0.756,1
2212,2129,1,12.971,-0.999,1
2213,2136,1,12.461,-1.611,1
2214,2136,1,12.2315,-2.295,1
2215,2136,2,13.1325,-1.908,1
2216,2136,1,12.4185,-2.358,1
2217,2136,3,12.478,1.728,1
2218,2137,3,14.518,-0.198,1
2219,2137,1,13.702,-0.729,1
2220,2137,1,13.107,-0.576,1
2221,2138,1,12.3675,-3.645,1
2222,2147,1,14.875,-1.539,1
2223,2153,3,15.47,0.369,1
2224,2153,1,17.2465,4.779,1
2225,2153,2,16.303,1.476,1
2226,2162,3,13.1155,0.306,1
2227,2162,1,13.7105,-0.036,1
2228,2162,3,13.5235,0.531,1
2229,2162,3,13.566,1.8,1
2230,2165,1,14.365,-0.882,1
2231,2165,3,13.8465,0.855,1
2232,2170,1,14.5095,-0.513,1
2233,2170,3,14.926,0.468,1
2234,2170,3,14.4755,0.495,1
2235,2172,3,16.813,1.116,1
2236,2172,2,15.8865,0.432,1
2237,2178,1,12.597,-1.053,1
2238,2181,1,13.0645,-3.888,1
2239,2190,1,14.195,-0.099,1
2240,2190,3,12.087,-2.709,1
2241,2197,3,16.1245,-0.108,1
2242,2197,1,16.1585,0.99,1
2243,2218,1,14.705,-1.89,1
2244,2218,1,15.402,-1.368,1
2245,2218,2,15.997,0.288,1
2246,2218,1,14.161,0.621,1
2247,2220,1,13.1495,-1.269,1
2248,2220,3,13.243,-0.927,1
2249,2237,1,13.4215,-3.816,1
2250,2237,1,13.515,-3.06,1
2251,2237,1,13.787,-2.025,1
2252,2239,2,12.563,4.455,1
2253,2250,1,14.45,-0.36,1
2254,2263,1,13.2855,0.855,1
2255,2280,2,14.926,-0.126,1
2256,2296,2,15.0705,2.637,1
2257,2311,3,15.8525,0.306,1
2258,2311,2,13.6,-1.908,1
2259,2311,3,17.6375,1.152,1
2260,2311,2,15.232,-2.52,1
2261,2316,1,13.056,-0.414,1
2262,2326,1,14.5095,-1.791,1
2263,2330,3,17.6375,4.212,1
2264,2336,1,15.283,-1.278,1
2265,2351,1,12.24,-0.945,1
2266,2351,3,15.776,-1.557,1
2267,2351,1,12.954,-0.459,1
2268,2359,3,13.855,-1.692,1
2269,2366,2,14.1695,0.513,1
2270,2366,1,14.0845,-2.376,1
2271,2382,1,14.5435,-2.889,1
2272,2382,1,14.501,2.502,1
2273,2388,3,16.507,2.043,1
2274,2388,3,16.7705,2.574,1
2275,2391,3,14.858,2.979,1
2276,2399,3,14.416,-0.405,1
2277,2399,1,13.5065,-1.314,1
2278,2399,3,14.9005,-1.26,1
2279,2399,1,14.773,1.467,1
2280,2417,2,13.3535,0.423,1
2281,2417,1,12.9455,0.18,1
2282,2417,1,13.6085,0.999,1
2283,2417,3,14.603,0.27,1
2284,2421,2,15.0025,-0.504,1
2285,2424,2,15.861,-0.099,1
2286,2424,3,13.906,4.644,1
2287,2428,1,13.0815,-0.531,1
2288,2428,3,11.2965,-3.564,1
2289,2428,3,14.076,0.351,1
2290,2464,1,13.515,0.801,1
2291,2465,1,14.977,-0.792,1
2292,2465,1,14.4245,-0.738,1
2293,2466,1,14.433,-2.997,1
2294,2466,1,13.0985,-3.537,1
2295,2467,3,16.932,1.179,1
2296,2467,1,16.779,3.663,1
2297,2479,2,16.422,-0.648,1
2298,2479,3,15.6825,2.052,1
2299,2505,2,11.764,-3.609,1
2300,2517,1,13.3365,-0.198,1
2301,2517,3,13.719,1.935,1
2302,2517,2,14.0675,2.232,1
2303,2521,3,15.0535,0.648,1
2304,2529,3,13.1665,-1.251,1
2305,2529,1,13.464,-0.567,1
2306,2548,3,15.861,2.394,1
2307,2560,1,13.3025,-1.413,1
2308,2560,3,15.4615,-0.441,1
2309,2596,1,14.11,-2.466,1
2310,2596,1,14.0165,-1.359,1
2311,2610,2,14.433,-0.54,1
2312,2610,2,15.13,2.781,1
2313,2621,2,16.796,-0.513,1
2314,2633,1,14.0505,1.665,1
2315,2633,3,14.9515,1.89,1
2316,2633,3,13.073,5.805,1
2317,2647,2,13.039,-4.95,1
2318,2647,1,13.2685,-3.618,1
2319,2647,1,15.0365,-1.368,1
2320,2647,1,15.8525,-0.189,1
2321,2647,3,15.9205,3.42,1
2322,2647,3,15.5635,2.196,1
2323,2677,3,17.442,2.349,1
2324,2680,2,14.076,-2.727,1
2325,2680,1,16.7875,-0.45,1
2326,2680,1,15.4445,-0.873,1
2327,2680,3,15.0705,0.261,1
2328,2684,1,13.226,-1.08,1
2329,2684,1,13.668,-0.171,1
2330,2684,1,13.5235,-1.8,1
2331,2684,3,14.3905,3.474,1
2332,2686,1,13.872,1.503,1
2333,2694,1,12.376,-4.131,1
2334,2721,3,13.3195,5.418,1
2335,2728,2,13.26,-5.562,1
2336,2728,2,17.6035,3.519,1
2337,2728,1,12.7585,-3.942,1
2338,2737,3,15.028,1.692,1
2339,2741,3,15.3,2.043,1
2340,2758,1,14.45,-0.999,1
2341,2770,2,10.812,-5.445,1
2342,2774,1,12.6225,2.25,1
2343,2774,3,12.172,2.106,1
2344,2779,3,11.1605,-3.888,1
2345,2779,1,10.608,-2.916,1
2346,2790,1,12.818,-3.177,1
2347,2790,1,13.0135,-2.106,1
2348,2790,3,12.5885,2.556,1
2349,2804,3,14.433,2.115,1
2350,2805,2,13.9485,-3.699,1
2351,2805,1,15.589,-0.306,1
2352,2817,1,15.1895,-0.603,1
2353,2817,3,15.1385,0.405,1
2354,2817,1,15.725,-1.017,1
2355,2817,1,14.501,-1.431,1
2356,2837,1,15.912,1.152,1
2357,2837,2,15.2405,-2.214,1
2358,2837,1,15.3255,-1.989,1
2359,2837,3,17.1275,1.377,1
2360,2837,2,17.221,2.79,1
2361,2837,3,15.5805,0.594,1
2362,2837,3,17.544,5.526,1
2363,2878,1,12.342,-2.043,1
2364,2883,1,14.8665,-0.261,1
2365,2883,1,12.716,0.648,1
2366,2883,3,14.5435,0.054,1
2367,2883,3,15.538,0.846,1
2368,2883,1,12.41,0.783,1
2369,2885,1,15.6485,-0.513,1
2370,2885,3,16.813,6.642,1
2371,2885,3,14.6795,0.369,1
2372,2885,2,16.235,5.67,1
2373,2885,3,15.402,4.356,1
2374,2886,3,14.654,-0.792,1
2375,2886,3,15.2575,2.088,1
2376,2890,3,16.354,1.566,1
2377,2890,1,14.552,-2.322,1
2378,2890,3,14.807,-1.89,1
2379,2890,2,14.7475,-1.089,1
2380,2901,2,13.9315,-3.357,1
2381,2901,1,10.9905,-4.221,1
2382,2901,1,13.43,-0.45,1
2383,2916,2,14.9005,-0.423,1
2384,2917,2,14.518,4.095,1
2385,2924,3,19.924,2.772,1
2386,2924,3,16.473,-0.378,1
2387,2924,3,19.516,3.528,1
2388,2946,1,14.943,-1.521,1
2389,2950,1,14.6795,0.765,1
2390,2950,2,15.198,3.213,1
2391,2950,3,14.8665,1.089,1
2392,2950,3,14.4075,-0.666,1
2393,2950,3,14.603,3.933,1
2394,2986,1,11.3815,-0.729,1
2395,2989,2,13.124,-1.233,1
2396,2999,1,13.3025,1.017,1
2397,2999,3,13.09,1.665,1
2398,3002,1,13.5745,0.423,1
2399,3002,3,15.249,3.042,1
2400,3002,2,15.5635,4.455,1
