ID,SubVehID,Choice,Gap,RelativeSpeed,TW,Predicted,Predicted_1,Predicted_2,,,,,,,
418,1018,2,11,2,1,0,0,0,,0,0,0,,,
419,1018,0,16,-2,0,0,0,0,,1,1,1,,,
420,1018,0,14,-4,0,0,0,0,,1,1,1,,,
421,1019,1,16,0,1,2,2,2,,0,0,0,,,
422,1019,2,16,1,1,2,2,2,,1,1,1,,,
423,1023,2,15,0,0,2,2,2,,1,1,1,,,
424,1023,0,16,3,0,2,2,2,,0,0,0,,,
425,1023,2,16,3,0,2,2,2,,1,1,1,,,
426,1023,0,16,0,0,2,2,2,,0,0,0,,,
427,1023,0,15,0,0,2,2,2,,0,0,0,,,
428,1024,2,14,2,1,2,2,2,,1,1,1,,,
429,1024,0,14,0,1,0,0,0,,1,1,1,,,
430,1024,0,14,1,1,2,2,2,,0,0,0,,,
431,1027,0,16,-1,0,2,2,2,,0,0,0,,,
432,1027,1,13,2,0,2,2,2,,0,0,0,,,
433,1031,2,16,1,1,2,2,2,,1,1,1,,,
434,1031,2,16,1,0,2,2,2,,1,1,1,,,
435,1032,2,16,0,0,2,2,2,,1,1,1,,,
436,1034,1,13,-2,1,0,0,0,,0,0,0,,,
437,1034,0,13,0,1,0,0,0,,1,1,1,,,
438,1034,2,12,0,1,0,0,0,,0,0,0,,,
439,1035,2,16,1,1,2,2,2,,1,1,1,,,
440,1035,1,17,4,0,2,2,2,,0,0,0,,,
441,1035,2,16,0,0,2,2,2,,1,1,1,,,
442,1037,0,21,8,1,2,2,2,,0,0,0,,,
443,1037,2,17,4,0,2,2,2,,1,1,1,,,
444,1038,0,16,-1,0,2,2,2,,0,0,0,,,
445,1045,0,14,-1,0,0,0,0,,1,1,1,,,
446,1046,0,15,-1,0,0,0,0,,1,1,1,,,
447,1046,0,14,-4,0,0,0,0,,1,1,1,,,
448,1046,2,16,0,0,2,2,2,,1,1,1,,,
449,1054,0,12,-2,1,0,0,0,,1,1,1,,,
450,1054,2,13,3,1,2,2,2,,1,1,1,,,
451,1059,2,15,0,1,0,0,0,,0,0,0,,,
452,1059,0,13,2,1,2,2,2,,0,0,0,,,
453,1059,0,16,-1,0,2,2,2,,0,0,0,,,
454,1069,0,12,3,1,2,2,2,,0,0,0,,,
455,1069,2,11,4,1,2,2,2,,1,1,1,,,
456,1069,1,13,5,1,2,2,2,,0,0,0,,,
457,1071,2,15,3,1,2,2,2,,1,1,1,,,
458,1071,2,15,1,1,2,2,2,,1,1,1,,,
459,1071,2,13,1,1,0,0,0,,0,0,0,,,
460,1071,0,13,3,1,2,2,2,,0,0,0,,,
461,1073,2,13,1,0,2,2,2,,1,1,1,,,
462,1073,0,12,0,0,0,0,0,,1,1,1,,,
463,1091,2,13,0,1,0,0,0,,0,0,0,,,
464,1099,0,15,0,0,2,2,2,,0,0,0,,,
465,1099,1,12,0,0,0,0,0,,0,0,0,,,
466,1100,0,15,-1,0,0,0,0,,1,1,1,,,
467,1100,0,14,-1,0,0,0,0,,1,1,1,,,
468,1100,2,15,-1,0,0,0,0,,0,0,0,,,
469,1100,2,13,1,0,2,2,2,,1,1,1,,,
470,1101,2,18,2,0,2,2,2,,1,1,1,,,
471,1101,2,15,0,0,2,2,2,,1,1,1,,,
472,1115,0,17,2,1,2,2,2,,0,0,0,,,
473,1115,2,17,4,0,2,2,2,,1,1,1,,,
474,1122,0,16,-2,0,0,0,0,,1,1,1,,,
475,1123,0,16,0,0,2,2,2,,0,0,0,,,
476,1124,1,14,1,0,2,2,2,,0,0,0,,,
477,1125,2,17,1,0,2,2,2,,1,1,1,,,
478,1125,2,16,0,0,2,2,2,,1,1,1,,,
479,1130,0,16,0,0,2,2,2,,0,0,0,,,
480,1133,0,17,0,0,2,2,2,,0,0,0,,,
481,1149,2,14,0,1,0,0,0,,0,0,0,,,
482,1149,2,16,2,1,2,2,2,,1,1,1,,,
483,1149,2,16,2,1,2,2,2,,1,1,1,,,
484,1149,2,16,1,1,2,2,2,,1,1,1,,,
485,1149,2,14,2,1,2,2,2,,1,1,1,,,
486,1151,2,14,0,1,0,0,0,,0,0,0,,,
487,1151,1,14,0,1,0,0,0,,0,0,0,,,
488,1151,2,16,1,1,2,2,2,,1,1,1,,,
489,1151,0,15,0,1,0,0,0,,1,1,1,,,
490,1154,2,15,0,0,2,2,2,,1,1,1,,,
491,1154,1,15,0,0,2,2,2,,0,0,0,,,
492,1154,2,14,0,0,2,2,2,,1,1,1,,,
493,1157,2,19,5,0,2,2,2,,1,1,1,,,
494,1157,2,14,1,0,2,2,2,,1,1,1,,,
495,1163,0,13,-1,0,0,0,0,,1,1,1,,,
496,1163,2,15,0,0,2,2,2,,1,1,1,,,
497,1167,0,16,-1,0,2,2,2,,0,0,0,,,
498,1167,2,18,0,0,2,2,2,,1,1,1,,,
499,1171,2,15,3,1,2,2,2,,1,1,1,,,
500,1171,1,13,3,1,2,2,2,,0,0,0,,,
501,1171,2,14,4,1,2,2,2,,1,1,1,,,
502,1171,2,14,2,1,2,2,2,,1,1,1,,,
503,1171,2,13,3,1,2,2,2,,1,1,1,,,
504,1171,1,13,4,1,2,2,2,,0,0,0,,,
505,1172,2,16,4,1,2,2,2,,1,1,1,,,
506,1172,0,15,-2,0,0,0,0,,1,1,1,,,
507,1172,0,15,-1,0,0,0,0,,1,1,1,,,
508,1172,2,15,-2,0,0,0,0,,0,0,0,,,
509,1178,2,17,3,0,2,2,2,,1,1,1,,,
510,1186,0,17,0,1,2,2,2,,0,0,0,,,
511,1186,2,17,2,1,2,2,2,,1,1,1,,,
512,1186,2,15,0,1,0,0,0,,0,0,0,,,
513,1190,2,15,0,0,2,2,2,,1,1,1,,,
514,1190,2,15,0,0,2,2,2,,1,1,1,,,
515,1190,0,15,0,0,2,2,2,,0,0,0,,,
516,1193,2,18,3,1,2,2,2,,1,1,1,,,
517,1193,2,16,2,1,2,2,2,,1,1,1,,,
518,1193,2,18,5,1,2,2,2,,1,1,1,,,
519,1193,2,17,0,0,2,2,2,,1,1,1,,,
520,1193,1,16,-1,0,2,2,2,,0,0,0,,,
521,1193,2,16,1,0,2,2,2,,1,1,1,,,
522,1193,2,16,1,0,2,2,2,,1,1,1,,,
523,1201,2,14,1,1,2,2,2,,1,1,1,,,
524,1201,0,13,0,1,0,0,0,,1,1,1,,,
525,1201,0,9,-5,0,0,0,0,,1,1,1,,,
526,1225,2,18,9,1,2,2,2,,1,1,1,,,
527,1225,2,13,0,0,0,0,0,,0,0,0,,,
528,1228,2,20,1,1,2,2,2,,1,1,1,,,
529,1228,0,16,0,1,2,2,2,,0,0,0,,,
530,1228,2,15,1,1,2,2,2,,1,1,1,,,
531,1228,2,17,6,1,2,2,2,,1,1,1,,,
532,1235,2,15,-1,1,0,0,0,,0,0,0,,,
533,1235,2,15,1,1,2,2,2,,1,1,1,,,
534,1235,0,14,-4,0,0,0,0,,1,1,1,,,
535,1235,1,16,-2,0,0,0,0,,0,0,0,,,
536,1236,0,15,0,0,2,2,2,,0,0,0,,,
537,1240,0,15,-1,0,0,0,0,,1,1,1,,,
538,1240,2,14,0,0,2,2,2,,1,1,1,,,
539,1240,2,15,0,0,2,2,2,,1,1,1,,,
540,1241,2,17,2,0,2,2,2,,1,1,1,,,
541,1242,2,17,0,1,2,2,2,,1,1,1,,,
542,1242,1,17,-3,1,0,0,0,,0,0,0,,,
543,1242,2,17,2,1,2,2,2,,1,1,1,,,
544,1242,2,16,-4,1,0,0,0,,0,0,0,,,
545,1244,2,18,3,1,2,2,2,,1,1,1,,,
546,1245,2,15,1,0,2,2,2,,1,1,1,,,
547,1245,2,15,1,0,2,2,2,,1,1,1,,,
548,1249,2,16,0,1,2,2,2,,1,1,1,,,
549,1249,2,17,0,0,2,2,2,,1,1,1,,,
550,1249,0,17,0,0,2,2,2,,0,0,0,,,
551,1249,2,16,0,0,2,2,2,,1,1,1,,,
552,1250,2,17,0,0,2,2,2,,1,1,1,,,
553,1250,2,17,1,0,2,2,2,,1,1,1,,,
554,1251,2,17,0,0,2,2,2,,1,1,1,,,
555,1251,2,17,1,0,2,2,2,,1,1,1,,,
556,1276,2,15,-1,0,0,0,0,,0,0,0,,,
557,1277,0,12,0,0,0,0,0,,1,1,1,,,
558,1279,2,13,0,0,0,0,0,,0,0,0,,,
559,1279,0,15,0,0,2,2,2,,0,0,0,,,
560,1284,0,17,-1,1,2,2,2,,0,0,0,,,
561,1284,0,14,-1,1,0,0,0,,1,1,1,,,
562,1284,0,14,0,1,0,0,0,,1,1,1,,,
563,1287,0,14,-4,1,0,0,0,,1,1,1,,,
564,1287,0,14,-3,1,0,0,0,,1,1,1,,,
565,1291,2,16,4,1,2,2,2,,1,1,1,,,
566,1291,2,15,1,0,2,2,2,,1,1,1,,,
567,1292,0,14,0,1,0,0,0,,1,1,1,,,
568,1292,0,15,2,1,2,2,2,,0,0,0,,,
569,1292,0,13,0,1,0,0,0,,1,1,1,,,
570,1301,0,14,0,1,0,0,0,,1,1,1,,,
571,1301,2,13,1,1,0,0,0,,0,0,0,,,
572,1301,2,15,1,1,2,2,2,,1,1,1,,,
573,1303,2,19,4,1,2,2,2,,1,1,1,,,
574,1303,0,17,-3,0,0,0,0,,1,1,1,,,
575,1303,1,17,0,0,2,2,2,,0,0,0,,,
576,1303,2,17,1,0,2,2,2,,1,1,1,,,
577,1307,0,19,4,1,2,2,2,,0,0,0,,,
578,1307,0,16,3,1,2,2,2,,0,0,0,,,
579,1307,0,16,-1,0,2,2,2,,0,0,0,,,
580,1307,0,16,0,0,2,2,2,,0,0,0,,,
581,1308,2,20,4,1,2,2,2,,1,1,1,,,
582,1308,2,17,1,1,2,2,2,,1,1,1,,,
583,1308,2,17,2,1,2,2,2,,1,1,1,,,
584,1308,2,16,0,1,2,2,2,,1,1,1,,,
585,1315,0,17,0,0,2,2,2,,0,0,0,,,
586,1315,1,15,-2,0,0,0,0,,0,0,0,,,
587,1315,0,16,0,0,2,2,2,,0,0,0,,,
588,1315,2,17,2,0,2,2,2,,1,1,1,,,
589,1316,2,16,0,0,2,2,2,,1,1,1,,,
590,1319,0,15,-3,0,0,0,0,,1,1,1,,,
591,1324,2,16,0,0,2,2,2,,1,1,1,,,
592,1326,0,17,0,1,2,2,2,,0,0,0,,,
593,1326,2,16,0,1,2,2,2,,1,1,1,,,
594,1326,2,18,2,1,2,2,2,,1,1,1,,,
595,1326,1,15,-1,0,0,0,0,,0,0,0,,,
596,1339,2,21,5,0,2,2,2,,1,1,1,,,
597,1339,0,15,-1,0,0,0,0,,1,1,1,,,
598,1344,2,18,1,0,2,2,2,,1,1,1,,,
599,1344,0,17,0,0,2,2,2,,0,0,0,,,
600,1355,0,15,-3,0,0,0,0,,1,1,1,,,
601,1355,0,16,-2,0,0,0,0,,1,1,1,,,
602,1355,0,16,-1,0,2,2,2,,0,0,0,,,
603,1355,0,14,-1,0,0,0,0,,1,1,1,,,
604,1355,2,15,-4,0,0,0,0,,0,0,0,,,
605,1357,0,15,0,1,0,0,0,,1,1,1,,,
606,1357,2,17,3,1,2,2,2,,1,1,1,,,
607,1357,2,16,1,1,2,2,2,,1,1,1,,,
608,1357,2,15,-1,0,0,0,0,,0,0,0,,,
609,1361,2,15,1,0,2,2,2,,1,1,1,,,
610,1363,2,17,3,1,2,2,2,,1,1,1,,,
611,1363,2,15,1,1,2,2,2,,1,1,1,,,
612,1364,0,14,-3,0,0,0,0,,1,1,1,,,
613,1364,0,15,0,0,2,2,2,,0,0,0,,,
614,1366,2,15,2,1,2,2,2,,1,1,1,,,
615,1366,2,15,1,1,2,2,2,,1,1,1,,,
616,1371,0,18,3,0,2,2,2,,0,0,0,,,
617,1371,2,17,2,0,2,2,2,,1,1,1,,,
618,1374,2,14,0,0,2,2,2,,1,1,1,,,
619,1374,1,12,-1,0,0,0,0,,0,0,0,,,
620,1377,2,19,2,0,2,2,2,,1,1,1,,,
621,1377,0,17,-1,0,2,2,2,,0,0,0,,,
622,1377,2,16,-1,0,2,2,2,,1,1,1,,,
623,1378,1,15,0,0,2,2,2,,0,0,0,,,
624,1378,2,14,0,0,2,2,2,,1,1,1,,,
625,1381,0,15,1,1,2,2,2,,0,0,0,,,
626,1381,2,16,3,1,2,2,2,,1,1,1,,,
627,1381,2,15,3,1,2,2,2,,1,1,1,,,
628,1381,2,17,8,1,2,2,2,,1,1,1,,,
629,1395,0,16,0,1,2,2,2,,0,0,0,,,
630,1395,1,17,0,1,2,2,2,,0,0,0,,,
631,1395,2,16,0,1,2,2,2,,1,1,1,,,
632,1395,0,16,0,1,2,2,2,,0,0,0,,,
633,1395,0,13,-2,1,0,0,0,,1,1,1,,,
634,1395,0,14,1,1,2,2,2,,0,0,0,,,
635,1395,2,15,1,1,2,2,2,,1,1,1,,,
636,1398,2,17,1,1,2,2,2,,1,1,1,,,
637,1398,2,16,3,1,2,2,2,,1,1,1,,,
638,1398,2,14,1,1,2,2,2,,1,1,1,,,
639,1421,2,16,1,0,2,2,2,,1,1,1,,,
640,1421,2,13,0,0,0,0,0,,0,0,0,,,
641,1426,0,13,-2,0,0,0,0,,1,1,1,,,
642,1426,0,13,-1,0,0,0,0,,1,1,1,,,
643,1451,2,14,0,0,2,2,2,,1,1,1,,,
644,1451,2,14,2,0,2,2,2,,1,1,1,,,
645,1451,2,12,1,0,2,2,2,,1,1,1,,,
646,1451,2,12,1,0,2,2,2,,1,1,1,,,
647,1465,2,17,2,0,2,2,2,,1,1,1,,,
648,1465,0,15,0,0,2,2,2,,0,0,0,,,
649,1470,0,16,3,1,2,2,2,,0,0,0,,,
650,1470,2,18,6,1,2,2,2,,1,1,1,,,
651,1470,2,16,7,1,2,2,2,,1,1,1,,,
652,1476,1,14,0,1,0,0,0,,0,0,0,,,
653,1476,0,14,0,1,0,0,0,,1,1,1,,,
654,1476,0,14,-1,1,0,0,0,,1,1,1,,,
655,1476,0,13,0,1,0,0,0,,1,1,1,,,
656,1476,2,12,-1,1,0,0,0,,0,0,0,,,
657,1476,2,19,2,1,2,2,2,,1,1,1,,,
658,1476,0,16,6,1,2,2,2,,0,0,0,,,
659,1478,2,17,0,1,2,2,2,,1,1,1,,,
660,1478,0,16,0,1,2,2,2,,0,0,0,,,
661,1478,2,16,0,1,2,2,2,,1,1,1,,,
662,1478,0,15,-1,1,0,0,0,,1,1,1,,,
663,1478,2,19,2,1,2,2,2,,1,1,1,,,
664,1482,0,14,-1,1,0,0,0,,1,1,1,,,
665,1483,2,15,0,0,2,2,2,,1,1,1,,,
666,1484,2,18,1,0,2,2,2,,1,1,1,,,
667,1489,2,16,0,1,2,2,2,,1,1,1,,,
668,1489,2,14,0,1,0,0,0,,0,0,0,,,
669,1489,0,14,0,1,0,0,0,,1,1,1,,,
670,1492,2,15,0,0,2,2,2,,1,1,1,,,
671,1492,2,16,0,0,2,2,2,,1,1,1,,,
672,1499,1,15,2,1,2,2,2,,0,0,0,,,
673,1510,1,15,-7,1,0,0,0,,0,0,0,,,
674,1510,1,17,1,0,2,2,2,,0,0,0,,,
675,1510,0,16,-1,0,2,2,2,,0,0,0,,,
676,1510,0,16,0,0,2,2,2,,0,0,0,,,
677,1513,2,16,1,0,2,2,2,,1,1,1,,,
678,1513,0,15,0,0,2,2,2,,0,0,0,,,
679,1513,1,14,0,0,2,2,2,,0,0,0,,,
680,1514,2,16,1,0,2,2,2,,1,1,1,,,
681,1514,2,18,4,0,2,2,2,,1,1,1,,,
682,1518,2,14,0,0,2,2,2,,1,1,1,,,
683,1521,0,17,-1,1,2,2,2,,0,0,0,,,
684,1521,2,16,2,1,2,2,2,,1,1,1,,,
685,1526,1,14,-4,0,0,0,0,,0,0,0,,,
686,1526,0,15,-1,0,0,0,0,,1,1,1,,,
687,1526,1,16,0,0,2,2,2,,0,0,0,,,
688,1529,2,16,0,1,2,2,2,,1,1,1,,,
689,1529,2,18,5,1,2,2,2,,1,1,1,,,
690,1535,0,13,-2,0,0,0,0,,1,1,1,,,
691,1535,0,13,-1,0,0,0,0,,1,1,1,,,
692,1535,0,14,0,0,2,2,2,,0,0,0,,,
693,1536,2,17,3,1,2,2,2,,1,1,1,,,
694,1536,2,17,3,1,2,2,2,,1,1,1,,,
695,1536,2,16,1,1,2,2,2,,1,1,1,,,
696,1537,1,15,0,0,2,2,2,,0,0,0,,,
697,1551,2,17,6,1,2,2,2,,1,1,1,,,
698,1559,0,15,-3,1,0,0,0,,1,1,1,,,
699,1561,0,14,0,0,2,2,2,,0,0,0,,,
700,1561,1,15,0,0,2,2,2,,0,0,0,,,
701,1561,2,15,0,0,2,2,2,,1,1,1,,,
702,1561,0,14,0,0,2,2,2,,0,0,0,,,
703,1596,2,16,0,0,2,2,2,,1,1,1,,,
704,1596,0,16,0,0,2,2,2,,0,0,0,,,
705,1597,2,17,3,1,2,2,2,,1,1,1,,,
706,1598,2,17,1,0,2,2,2,,1,1,1,,,
707,1603,2,18,1,0,2,2,2,,1,1,1,,,
708,1603,2,17,0,0,2,2,2,,1,1,1,,,
709,1603,2,18,1,0,2,2,2,,1,1,1,,,
710,1604,0,17,-1,0,2,2,2,,0,0,0,,,
711,1604,0,16,-1,0,2,2,2,,0,0,0,,,
712,1604,1,17,0,0,2,2,2,,0,0,0,,,
713,1605,2,19,4,1,2,2,2,,1,1,1,,,
714,1605,0,17,0,0,2,2,2,,0,0,0,,,
715,1605,2,17,0,0,2,2,2,,1,1,1,,,
716,1610,2,18,0,1,2,2,2,,1,1,1,,,
717,1610,2,17,1,1,2,2,2,,1,1,1,,,
718,1610,2,18,0,1,2,2,2,,1,1,1,,,
719,1610,2,18,0,1,2,2,2,,1,1,1,,,
720,1612,0,16,-1,0,2,2,2,,0,0,0,,,
721,1612,2,17,0,0,2,2,2,,1,1,1,,,
722,1612,2,18,1,0,2,2,2,,1,1,1,,,
723,1612,2,17,0,0,2,2,2,,1,1,1,,,
724,1612,2,16,0,0,2,2,2,,1,1,1,,,
725,1617,0,16,0,0,2,2,2,,0,0,0,,,
726,1618,0,16,0,0,2,2,2,,0,0,0,,,
727,1618,0,16,-1,0,2,2,2,,0,0,0,,,
728,1618,2,16,-1,0,2,2,2,,1,1,1,,,
729,1620,1,18,0,0,2,2,2,,0,0,0,,,
730,1624,0,19,3,0,2,2,2,,0,0,0,,,
731,1633,2,18,2,1,2,2,2,,1,1,1,,,
732,1633,2,18,2,1,2,2,2,,1,1,1,,,
733,1633,2,17,1,0,2,2,2,,1,1,1,,,
734,1634,0,19,-2,1,2,2,2,,0,0,0,,,
735,1634,2,16,0,1,2,2,2,,1,1,1,,,
736,1634,2,17,0,1,2,2,2,,1,1,1,,,
737,1634,0,17,0,0,2,2,2,,0,0,0,,,
738,1635,2,17,0,0,2,2,2,,1,1,1,,,
739,1635,0,18,0,0,2,2,2,,0,0,0,,,
740,1636,1,15,0,1,0,0,0,,0,0,0,,,
741,1636,0,15,0,1,0,0,0,,1,1,1,,,
742,1636,2,17,0,0,2,2,2,,1,1,1,,,
743,1636,2,18,0,0,2,2,2,,1,1,1,,,
744,1639,0,17,0,0,2,2,2,,0,0,0,,,
745,1640,2,17,0,0,2,2,2,,1,1,1,,,
746,1641,0,14,-4,1,0,0,0,,1,1,1,,,
747,1641,0,14,-2,1,0,0,0,,1,1,1,,,
748,1642,2,18,1,0,2,2,2,,1,1,1,,,
749,1642,2,18,3,0,2,2,2,,1,1,1,,,
750,1643,0,17,0,0,2,2,2,,0,0,0,,,
751,1643,1,17,-1,0,2,2,2,,0,0,0,,,
752,1644,2,18,1,0,2,2,2,,1,1,1,,,
753,1644,2,16,0,0,2,2,2,,1,1,1,,,
754,1645,2,18,2,0,2,2,2,,1,1,1,,,
755,1645,0,16,0,0,2,2,2,,0,0,0,,,
756,1645,2,17,0,0,2,2,2,,1,1,1,,,
757,1646,2,18,0,0,2,2,2,,1,1,1,,,
758,1646,2,15,-2,0,0,0,0,,0,0,0,,,
759,1646,0,16,0,0,2,2,2,,0,0,0,,,
760,1646,0,16,-2,0,0,0,0,,1,1,1,,,
761,1652,0,13,-3,0,0,0,0,,1,1,1,,,
762,1652,0,13,-2,0,0,0,0,,1,1,1,,,
763,1653,0,14,-1,0,0,0,0,,1,1,1,,,
764,1659,2,13,0,0,0,0,0,,0,0,0,,,
765,1659,2,16,1,0,2,2,2,,1,1,1,,,
766,1659,2,15,1,0,2,2,2,,1,1,1,,,
767,1661,2,15,1,0,2,2,2,,1,1,1,,,
768,1664,2,15,3,1,2,2,2,,1,1,1,,,
769,1664,2,16,4,1,2,2,2,,1,1,1,,,
770,1664,0,13,-2,0,0,0,0,,1,1,1,,,
771,1669,2,16,0,1,2,2,2,,1,1,1,,,
772,1669,0,15,0,1,0,0,0,,1,1,1,,,
773,1669,2,16,0,1,2,2,2,,1,1,1,,,
774,1669,2,16,1,1,2,2,2,,1,1,1,,,
775,1669,2,16,1,1,2,2,2,,1,1,1,,,
776,1669,0,15,0,1,0,0,0,,1,1,1,,,
777,1672,2,15,1,0,2,2,2,,1,1,1,,,
778,1675,2,16,1,0,2,2,2,,1,1,1,,,
779,1675,2,15,2,0,2,2,2,,1,1,1,,,
780,1679,2,16,1,0,2,2,2,,1,1,1,,,
781,1681,2,17,0,0,2,2,2,,1,1,1,,,
782,1681,2,17,0,0,2,2,2,,1,1,1,,,
783,1681,2,17,1,0,2,2,2,,1,1,1,,,
784,1681,1,16,0,0,2,2,2,,0,0,0,,,
785,1681,2,17,1,0,2,2,2,,1,1,1,,,
786,1684,2,17,0,0,2,2,2,,1,1,1,,,
787,1686,0,15,-1,1,0,0,0,,1,1,1,,,
788,1686,0,15,0,1,0,0,0,,1,1,1,,,
789,1686,0,13,0,1,0,0,0,,1,1,1,,,
790,1693,2,17,1,1,2,2,2,,1,1,1,,,
791,1693,2,18,3,1,2,2,2,,1,1,1,,,
792,1693,1,17,3,1,2,2,2,,0,0,0,,,
793,1693,2,16,0,0,2,2,2,,1,1,1,,,
794,1694,2,18,1,1,2,2,2,,1,1,1,,,
795,1694,2,18,2,1,2,2,2,,1,1,1,,,
796,1694,2,17,0,0,2,2,2,,1,1,1,,,
797,1694,2,18,1,0,2,2,2,,1,1,1,,,
798,1703,2,16,1,1,2,2,2,,1,1,1,,,
799,1706,2,15,1,1,2,2,2,,1,1,1,,,
800,1706,1,17,2,1,2,2,2,,0,0,0,,,
801,1706,2,16,1,1,2,2,2,,1,1,1,,,
802,1706,0,17,0,0,2,2,2,,0,0,0,,,
803,1706,2,16,0,0,2,2,2,,1,1,1,,,
804,1706,0,16,0,0,2,2,2,,0,0,0,,,
805,1706,0,15,0,0,2,2,2,,0,0,0,,,
806,1711,1,18,1,1,2,2,2,,0,0,0,,,
807,1711,2,17,1,1,2,2,2,,1,1,1,,,
808,1720,2,16,0,1,2,2,2,,1,1,1,,,
809,1720,0,15,-1,1,0,0,0,,1,1,1,,,
810,1723,1,16,1,0,2,2,2,,0,0,0,,,
811,1728,1,16,-2,0,0,0,0,,0,0,0,,,
812,1729,0,16,-1,0,2,2,2,,0,0,0,,,
813,1729,2,16,0,0,2,2,2,,1,1,1,,,
814,1739,0,15,1,1,2,2,2,,0,0,0,,,
815,1739,1,16,0,0,2,2,2,,0,0,0,,,
816,1740,0,16,0,0,2,2,2,,0,0,0,,,
817,1740,2,17,2,0,2,2,2,,1,1,1,,,
818,1740,2,15,0,0,2,2,2,,1,1,1,,,
819,1740,2,17,0,0,2,2,2,,1,1,1,,,
820,1746,2,16,0,0,2,2,2,,1,1,1,,,
821,1746,2,17,0,0,2,2,2,,1,1,1,,,
822,1747,2,17,0,0,2,2,2,,1,1,1,,,
